id;lang;name;short_description;slug;meta_title;meta_description;og_title;og_description;intro_text;og_image_alt;og_image_url
5;lv;Mārketinga kalkulatori;Aprēķiniet ROAS, CPA un ROI, lai analizētu mārketinga un pārdošanas rādītājus.;marketinga-kalkulatori;Mārketinga kalkulatori | ROAS, CPA, piltuves un ROI;Bezmaksas mārketinga kalkulatori ROAS, CPA, atribūcijas modeļu, pārdošanas piltuvju un ROI mērīšanai. Praktiski rīki veiktspējas mārketingam un izaugsmei.;Mārketinga kalkulatori veiktspējas un ROI analīzei;Analizējiet mārketinga efektivitāti ar kalkulatoriem ROAS, CPA, atribūcijai, piltuvēm, klientu vērtībai un organiskās plūsmas atdevei.;Mārketinga kalkulatori, kas palīdz novērtēt rezultātus, optimizēt budžetu un pieņemt datos balstītus lēmumus par izaugsmi dažādos kanālos un kampaņās.;Mārketinga analītikas panelis ar ROAS, piltuvēm un izaugsmes rādītājiem;marketinga-kalkulatori-lv.png
6;en;Construction Calculators;Estimate concrete volume, materials, and area for precise construction projects.;construction;Construction Calculators | Concrete, Volume, Area & Material Estimation;Free construction calculators to estimate concrete, volume, area, materials, and project costs. Calculate cubic yards, square footage, tank volumes, mulch, gravel, and fill for construction and landscaping projects.;Construction Calculators for Concrete, Materials & Project Planning;Estimate construction materials and costs with calculators for concrete volume, cubic yards, square footage, tank capacity, mulch, gravel, and roadway fill.;Construction calculators that help you estimate materials, volumes, and surface areas accurately - saving time, reducing waste, and improving project planning.;Construction material calculators with concrete, volume, and area measurements;construction-en.png
6;ru;Строительные калькуляторы;Расчет объема бетона, материалов и площади для строительства и точных смет.;stroitelstvo;Строительные калькуляторы;Бетон, объём, площадь и расчёт материалов;Строительные калькуляторы для расчёта бетона, материалов и проектов;Бесплатные строительные калькуляторы для расчета объёма бетона, площади, материалов и стоимости проекта. Рассчитайте кубические ярды, квадратные метры, ёмкости баков, мульчу, гравий и засыпку для строительства и ландшафтных работ.;Калькуляторы строительных материалов с измерениями объёма, площади и бетона;Оцените строительные материалы и затраты с помощью калькуляторов объёма бетона, кубических ярдов, площади, ёмкости баков, мульчи, гравия и засыпки для дорог.;stroitelstvo-ru.png
6;de;Baurechner;Berechnen Sie Beton, Material und Fläche für präzise Bauprojekte und Kosten.;bau-rechner;Baurechner | Beton, Volumen, Flächen & Materialbedarf;Kostenlose Baurechner für Beton, Volumen, Flächen und Baukosten. Berechnen Sie Kubikmeter, Quadratmeter, Tankvolumen, Mulch, Kies und Füllmaterial für Bau- und Gartenprojekte.;Baurechner für Beton, Materialien & Planung;Schätzen Sie Baustoffe und Kosten mit Rechnern für Betonvolumen, Kubikmeter, Quadratmeter, Tankkapazität, Mulch, Kies und Straßenbau.;Baurechner, die Ihnen helfen, Materialien, Volumen und Flächen präzise zu schätzen – sparen Sie Zeit, reduzieren Sie Abfall und verbessern Sie Ihre Projektplanung.;Baustoff-Rechner mit Beton-, Volumen- und Flächenmessungen;bau-rechner-de.png
6;es;Calculadoras de Construcción;Estime hormigón, materiales y área para proyectos de construcción precisos.;construccion;Calculadoras de Construcción | Hormigón, Volumen y Materiales;Calculadoras gratuitas para estimar hormigón, volumen, áreas y costos. Calcule metros cúbicos, metros cuadrados, capacidad de tanques, grava y materiales de relleno.;Calculadoras de Construcción y Obras;Estime materiales y costos con calculadoras para volumen de hormigón, metros cúbicos, superficie, capacidad de tanques, mantillo, grava y relleno.;Calculadoras de construcción que le ayudan a estimar materiales, volúmenes y superficies con precisión: ahorre tiempo, reduzca residuos y planifique mejor.;Calculadoras de materiales de construcción con medidas de volumen;construccion-es.png
6;fr;Calculatrices BTP & Travaux;Estimez béton, matériaux et surface pour des projets de construction précis.;btp-travaux;Calculatrices Construction | Béton, Volume, Surface & Matériaux;Calculatrices gratuites pour estimer le béton, le volume, la surface et les matériaux. Calculez les mètres cubes, mètres carrés, volumes de citernes, gravier et remblais.;Calculatrices de Construction pour Béton et Matériaux;Estimez les matériaux et les coûts avec des calculatrices pour le volume de béton, les mètres cubes, la surface, le paillis, le gravier et le terrassement.;Des outils de construction pour estimer avec précision les matériaux, les volumes et les surfaces - gagnez du temps, réduisez le gaspillage et planifiez mieux vos travaux.;Calculatrices de matériaux de construction avec mesures de volume;btp-travaux-fr.png
6;it;Calcolatori Edilizia;Calcola calcestruzzo, materiali e area per progetti di costruzione precisi.;edilizia;Calcolatori Edilizia | Calcestruzzo, Volume, Area e Materiali;Calcolatori gratuiti per edilizia: stima cemento, volume, aree e costi. Calcola metri cubi, metri quadri, capacità serbatoi, ghiaia e riempimento per cantieri e fai-da-te.;Calcolatori Edilizia per Cemento e Progettazione;Stima materiali e costi con calcolatori per volume di calcestruzzo, metri cubi, metratura, capacità serbatoi, pacciamatura, ghiaia e riempimento stradale.;Calcolatori per l'edilizia che ti aiutano a stimare materiali, volumi e superfici con precisione, risparmiando tempo e migliorando la pianificazione del progetto.;Interfaccia calcolatori edili con misure di cemento e volume;edilizia-it.png
6;pl;Kalkulatory Budowlane;Oblicz ilość betonu, materiałów i powierzchnię dla dokładnych kosztorysów.;budowlane;Kalkulatory Budowlane | Beton, Objętość, Powierzchnia;Darmowe kalkulatory budowlane: beton, objętość, powierzchnia i kosztorys. Obliczaj metry sześcienne, kwadratowe, pojemność zbiorników, żwir i podsypkę.;Kalkulatory Budowlane: Beton, Materiały i Planowanie;Szacuj zużycie materiałów i koszty za pomocą kalkulatorów objętości betonu, metrów sześciennych, powierzchni, ściółki, żwiru i robót ziemnych.;Kalkulatory budowlane pomagają precyzyjnie szacować materiały, objętości i powierzchnie – oszczędzaj czas, redukuj odpady i lepiej planuj inwestycje.;Kalkulatory materiałów budowlanych z pomiarami betonu;budowlane-pl.png
6;lv;Būvniecības kalkulatori;Aprēķiniet betona tilpumu, materiālus un platību precīziem būvniecības darbiem.;buvnieciba;Būvniecības kalkulatori | Betons, tilpums un materiāli;Bezmaksas būvniecības kalkulatori betona, tilpuma, platības un izmaksu aprēķinam. Rēķiniet kubikmetrus, kvadrātmetrus, tvertnes, granti un pildmateriālus.;Būvniecības kalkulatori betonam un materiālu plānošanai;Aprēķiniet būvmateriālus un izmaksas: betona tilpums, kubikmetri, platība, tvertņu tilpums, mulča, grants un ceļu uzbērumi.;Būvniecības kalkulatori, kas palīdz precīzi aprēķināt materiālus, tilpumus un platības - ietaupiet laiku, samaziniet atlikumus un uzlabojiet projektu plānošanu.;Būvmateriālu kalkulatori ar betona un tilpuma mērījumiem;buvnieciba-lv.png
7;en;Utilities;Practical tools for SEO, text analysis, and data generation for everyday tasks.;utilities;Utilities | SEO, Text, Randomizers & Practical Online Tools;Free utility tools for SEO checks, text analysis, random selection, brackets, and formatting validation. Simple helpers for everyday digital tasks and workflows.;Utilities for SEO, Text Analysis & Everyday Tasks;Explore practical utility tools to check SERP titles, clean URLs, analyze text readability, generate brackets, and validate formatting limits.;A collection of practical utility tools designed to solve small but important tasks in SEO, content, planning, and everyday digital workflows.;Utility tools dashboard with SEO and text analysis elements;utilities-en.png
7;ru;Утилиты;Инструменты для SEO, анализа текста и генерации данных для повседневных задач.;utiliti;Утилиты;SEO, текст, генераторы и практичные онлайн-инструменты;Утилиты для SEO, анализа текста и повседневных задач;Бесплатные утилиты для проверки SEO, анализа текста, случайного выбора, работы со скобками и валидации форматирования. Простые помощники для повседневных цифровых задач.;Панель утилит с элементами SEO и анализа текста;Исследуйте практичные утилиты для проверки заголовков SERP, очистки URL, анализа читаемости текста, генерации скобок и проверки формата.;utiliti-ru.png
7;de;Nützliche Tools;Tools für SEO, Textanalyse und Datengenerierung für tägliche digitale Aufgaben.;web-tools;Web-Tools | SEO, Textanalyse, Zufallsgeneratoren & Formatierung;Kostenlose Tools für SEO-Checks, Textanalyse, Zufallsauswahl und Formatierung. Einfache Helfer für digitale Aufgaben und Workflows im Alltag.;Nützliche Web-Tools für SEO & Textanalyse;Entdecken Sie praktische Tools zum Prüfen von SERP-Titeln, Bereinigen von URLs, Textanalyse, Turnierplänen und Format-Validierung.;Eine Sammlung praktischer Web-Tools, die kleine, aber wichtige Aufgaben in SEO, Content-Erstellung, Planung und digitalen Workflows lösen.;Dashboard mit Web-Tools, SEO-Checks und Textanalyse;web-tools-de.png
7;es;Utilidades;Herramientas de SEO, análisis de texto y datos para tareas digitales diarias.;utilidades;Utilidades | SEO, Texto, Aleatoriedad y Herramientas Web;Herramientas gratuitas para revisiones SEO, análisis de texto, selección aleatoria y validación de formatos. Ayudas simples para tareas digitales diarias.;Utilidades para SEO, Análisis de Texto y Tareas Diarias;Explore utilidades prácticas para verificar títulos SERP, limpiar URLs, analizar legibilidad de textos, generar torneos y validar formatos.;Una colección de herramientas prácticas diseñadas para resolver tareas pequeñas pero importantes en SEO, contenido, planificación y flujos de trabajo digitales.;Panel de utilidades con elementos de SEO y análisis de texto;utilidades-es.png
